,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
117,117,118,Joe Aribo,NGA,MFFW,Southampton,Premier League,26,1996,19,11,1094,12.2,2,1.07,0.66,61.5,0.15,0.25,10.7,0.0,0.0,0.0,21.1,29.0,72.9,267.7,70.5,14.6,18.6,78.4,4.51,6.23,72.4,0.74,0.98,75.0,0.0,0.74,1.56,0.74,0.0,2.87,29.0,28.5,0.49,0.0,0.0,0.0,0.57,0.16,0.0,0.0,0.0,0.0,21.1,0.0,1.15,2.13,1.8,0.0,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.08,0.0,0.0,0.0,2.38,1.56,1.07,0.98,0.33,0.9,1.56,57.9,0.66,1.07,0.08,0.98,0.66,3.03,0.82,0.0,42.4,0.9,6.48,19.5,17.4,3.69,42.4,3.11,1.31,42.1,1.72,55.3,22.3,97.0,48.0,1.39,0.82,0.57,2.62,1.48,26.5,4.75,0.16,0.0,0.0,0.74,0.9,0.0,0.57,1.56,0.0,0.0,0.0,5.9,2.21,2.95,42.9
118,118,119,Adam Armstrong,ENG,FW,Southampton,Premier League,26,1997,20,12,1027,11.4,1,1.67,0.79,47.4,0.05,0.11,16.8,0.0,0.0,0.0,16.2,22.1,73.4,244.6,46.8,8.77,10.4,84.0,5.35,6.84,78.2,1.05,1.67,63.2,0.09,0.88,0.96,0.79,0.18,1.32,22.1,19.4,2.72,0.0,0.0,0.35,1.14,0.26,0.0,0.0,0.0,0.0,16.2,0.0,1.4,1.58,1.49,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.88,0.53,0.26,0.35,0.26,0.0,0.53,0.0,0.53,1.14,0.26,0.88,0.26,1.14,0.44,0.0,32.2,0.61,4.74,12.3,16.0,3.16,32.2,2.63,0.7,26.7,1.58,60.0,18.2,168.5,72.4,2.89,1.75,0.79,1.4,1.32,19.4,4.65,0.0,0.0,0.0,0.96,0.61,0.09,1.14,0.53,0.0,0.0,0.0,3.86,0.26,1.23,17.6
119,119,120,Stuart Armstrong,SCO,MFFW,Southampton,Premier League,30,1992,18,7,767,8.5,1,1.53,0.35,23.1,0.08,0.33,18.4,0.0,0.0,0.0,34.2,43.2,79.3,538.4,159.4,18.4,21.2,86.7,12.2,14.9,81.9,2.35,3.41,69.0,0.0,1.41,3.06,2.47,0.59,5.65,43.2,41.4,1.76,0.0,0.12,0.35,1.88,0.94,0.0,0.0,0.0,0.0,34.2,0.0,1.53,4.24,3.53,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.94,0.71,0.71,0.24,0.35,2.12,16.7,1.76,1.06,0.0,1.06,0.35,2.0,0.71,0.0,53.8,1.06,9.29,21.8,23.5,2.35,53.8,2.35,1.06,45.0,1.06,45.0,34.2,242.1,125.1,4.0,3.06,0.35,1.76,1.76,38.6,5.76,0.35,0.0,0.0,1.18,1.29,0.12,1.88,0.94,0.0,0.0,0.0,5.41,0.59,0.59,50.0
122,122,123,Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,28,1994,14,14,1215,13.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,37.5,85.6,677.3,394.8,12.7,12.9,98.9,12.5,12.6,99.4,6.67,11.9,56.3,0.0,0.0,0.37,0.0,0.0,0.0,37.5,28.3,9.19,2.15,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,32.1,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.0,0.0,0.15,0.22,66.7,0.07,0.0,0.0,0.0,0.0,0.15,0.59,0.0,40.4,31.6,39.9,0.44,0.0,0.0,40.4,0.0,0.0,0.0,0.0,0.0,23.6,112.1,67.7,0.0,0.0,0.0,0.07,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.15,0.0,0.0,0.0,1.63,0.37,0.07,83.3
137,137,138,Pierre-Emerick Aubameyang,GAB,FW,Chelsea,Premier League,33,1989,11,4,433,4.8,1,2.08,1.04,50.0,0.1,0.2,15.3,0.0,0.0,0.0,12.7,17.9,70.9,171.0,40.2,8.54,11.3,75.9,3.54,4.38,81.0,0.42,0.63,66.7,0.0,0.63,0.42,0.42,0.21,0.63,17.9,17.1,0.83,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.83,1.25,0.83,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.42,0.63,0.83,0.42,25.8,1.25,3.13,11.3,12.1,3.33,25.8,1.04,0.63,60.0,0.42,40.0,15.8,99.0,47.7,1.46,1.25,0.63,1.88,0.83,19.0,4.58,0.21,0.0,0.0,0.83,0.21,0.0,0.63,0.0,0.0,0.0,0.0,2.08,0.21,1.88,10.0
141,141,142,Ludwig Augustinsson,SWE,DF,Aston Villa,Premier League,28,1994,3,1,77,0.9,0,2.22,1.11,50.0,0.0,0.0,12.7,0.0,0.0,0.0,28.9,47.8,60.5,467.8,195.6,14.4,17.8,81.3,11.1,17.8,62.5,2.22,8.89,25.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8,37.8,10.0,1.11,0.0,0.0,5.56,8.89,0.0,0.0,0.0,0.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.11,0.0,56.7,3.33,21.1,16.7,18.9,2.22,56.7,1.11,0.0,0.0,1.11,100.0,32.2,200.0,30.0,0.0,2.22,0.0,0.0,0.0,23.3,3.33,1.11,0.0,0.0,1.11,3.33,0.0,5.56,1.11,0.0,0.0,0.0,10.0,4.44,1.11,80.0
143,143,144,Serge Aurier,CIV,DF,Nott'ham Forest,Premier League,30,1992,14,12,1082,12.0,1,0.5,0.17,33.3,0.17,0.5,13.6,0.0,0.0,0.0,33.6,49.3,68.1,515.8,234.3,18.3,23.3,78.5,12.2,17.8,68.5,2.25,4.92,45.8,0.0,0.75,1.92,0.83,0.5,3.67,49.3,38.4,10.8,1.08,0.08,0.0,2.58,9.75,0.0,0.0,0.0,0.0,33.6,0.08,1.92,1.58,1.33,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,2.0,2.17,0.83,0.25,1.08,1.42,76.5,0.33,1.5,0.42,1.08,1.5,4.75,3.83,0.0,64.2,5.08,24.5,25.1,15.5,0.75,64.2,1.42,0.58,41.2,0.42,29.4,27.7,134.5,79.8,2.33,1.67,0.0,1.42,1.17,28.6,3.08,0.17,0.0,0.0,0.67,1.33,0.0,2.58,2.0,0.0,0.0,0.0,6.58,2.5,1.33,65.2
147,147,148,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,25,1997,16,9,730,8.1,4,2.35,0.99,42.1,0.21,0.5,11.9,0.0,0.0,0.0,11.1,15.3,72.6,129.5,17.0,7.78,9.38,82.9,2.35,3.21,73.1,0.12,0.49,25.0,0.0,0.99,0.37,0.12,0.0,0.86,15.3,14.9,0.37,0.0,0.12,0.0,0.37,0.12,0.0,0.0,0.0,0.0,11.1,0.0,0.62,2.1,1.48,0.0,0.12,0.12,0.25,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.0,1.23,0.99,0.0,0.86,0.37,0.62,0.86,71.4,0.25,0.86,0.25,0.62,0.12,1.36,1.23,0.0,29.4,1.23,4.2,11.9,14.0,3.46,29.4,2.1,0.62,29.4,1.11,52.9,17.4,97.7,43.8,1.36,1.11,0.62,4.69,1.85,19.0,4.07,0.0,0.0,0.0,0.99,1.23,0.86,0.37,0.99,0.0,0.0,0.0,4.07,0.86,3.7,18.9
149,149,150,André Ayew,GHA,FW,Nott'ham Forest,Premier League,33,1989,2,0,29,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,100.0,60.0,16.7,6.67,6.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,3.33,0.0,3.33,3.33,100.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,13.3,3.33,3.33,10.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,6.67,33.3
150,150,151,Jordan Ayew,GHA,FWMF,Crystal Palace,Premier League,31,1991,22,18,1497,16.6,1,0.78,0.36,46.2,0.08,0.17,15.1,0.0,0.0,0.0,21.4,28.1,76.2,280.2,50.7,13.6,15.5,87.5,6.63,8.67,76.4,0.42,1.27,33.3,0.06,0.96,0.9,0.3,0.18,1.69,28.1,27.8,0.3,0.12,0.24,0.0,1.14,0.12,0.0,0.0,0.0,0.0,21.4,0.0,1.08,2.71,1.69,0.0,0.36,0.24,0.24,0.18,0.18,0.06,0.0,0.0,0.06,0.06,0.0,2.83,1.81,1.08,0.78,0.96,0.72,1.69,42.9,0.96,1.2,0.12,1.08,0.48,3.31,1.33,0.0,43.3,1.93,6.99,20.1,17.3,2.53,43.3,4.28,1.57,36.6,1.87,43.7,25.2,152.8,66.0,2.47,1.39,0.84,3.37,2.77,30.0,5.3,0.06,0.0,0.0,1.87,2.77,0.06,1.14,1.81,0.0,0.0,0.0,5.48,1.69,3.55,32.2
152,152,153,Luke Ayling,ENG,DF,Leeds United United,Premier League,31,1991,14,7,704,7.8,0,0.9,0.13,14.3,0.0,0.0,18.3,0.0,0.0,0.0,33.1,49.2,67.2,533.6,270.3,18.8,23.2,81.2,10.5,15.6,67.2,3.21,6.54,49.0,0.13,0.51,3.33,1.15,0.51,4.1,49.2,39.1,9.87,0.51,0.0,0.64,2.18,9.36,0.0,0.0,0.0,0.0,33.1,0.26,1.79,1.67,1.41,0.0,0.0,0.13,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,3.33,1.79,2.44,0.38,0.51,1.67,3.21,52.0,1.54,2.18,0.77,1.41,1.54,4.87,2.18,0.0,62.8,2.82,20.6,26.9,16.3,2.18,62.8,2.05,0.9,43.8,1.03,50.0,25.9,124.4,59.0,1.54,0.38,0.26,1.41,0.51,29.5,4.74,0.13,0.0,0.0,0.9,1.92,0.13,2.18,1.79,0.0,0.0,0.0,6.92,3.08,2.95,51.1
155,155,156,César Azpilicueta,ESP,DF,Chelsea,Premier League,33,1989,18,10,1023,11.4,0,0.44,0.09,20.0,0.0,0.0,20.5,0.0,0.0,0.0,54.6,67.7,80.6,811.1,282.7,30.6,33.2,92.3,21.9,27.0,81.2,1.14,4.82,23.6,0.0,0.79,2.28,1.23,0.26,4.74,67.7,56.3,11.1,2.11,0.0,0.0,1.49,9.04,0.0,0.0,0.0,0.0,54.6,0.26,0.96,1.49,1.49,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,2.28,1.32,1.32,0.7,0.26,1.32,1.67,78.9,0.35,1.67,0.35,1.32,1.23,3.51,3.6,0.0,78.6,5.61,27.8,32.1,19.1,1.23,78.6,0.79,0.44,55.6,0.35,44.4,37.3,160.0,93.9,1.32,1.05,0.0,0.61,0.26,47.5,4.82,0.26,0.0,0.0,1.49,0.35,0.09,1.49,1.32,0.0,0.0,0.0,3.86,1.93,1.32,59.5
162,162,163,Benoît Badiashile,FRA,DF,Chelsea,Premier League,21,2001,4,4,360,4.0,0,1.0,0.25,25.0,0.0,0.0,7.8,0.0,0.0,0.0,81.5,89.0,91.6,1526.0,525.8,28.3,31.0,91.1,46.0,48.8,94.4,6.75,8.75,77.1,0.0,0.5,3.5,0.75,0.0,3.25,89.0,87.3,1.75,1.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,81.5,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.0,0.5,0.0,0.75,1.25,60.0,0.5,0.25,0.25,0.0,1.0,2.5,5.5,0.0,99.5,14.3,54.3,44.0,2.0,1.25,99.5,0.25,0.0,0.0,0.25,100.0,65.5,321.8,200.5,1.0,0.0,0.0,0.0,0.25,74.5,0.25,0.25,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,5.5,4.0,1.0,80.0
166,166,167,Leon Bailey,JAM,FWMF,Aston Villa,Premier League,25,1997,20,17,1317,14.6,4,2.4,0.82,34.3,0.11,0.33,17.1,0.14,0.0,0.0,16.0,25.8,62.2,258.9,64.0,8.7,11.4,76.0,4.66,7.12,65.4,1.78,3.97,44.8,0.14,1.23,0.89,0.89,0.68,1.37,25.8,23.8,1.99,0.27,0.21,0.34,4.79,0.34,1.03,0.82,0.0,0.0,16.0,0.0,1.23,2.74,1.64,0.14,0.48,0.41,0.07,0.0,0.27,0.14,0.0,0.0,0.14,0.0,0.0,0.75,0.34,0.27,0.41,0.07,0.21,0.75,27.3,0.55,0.62,0.0,0.62,0.21,0.96,0.41,0.0,38.5,0.55,3.97,13.5,21.9,3.84,38.5,5.0,1.85,37.0,2.74,54.8,24.2,189.9,76.5,3.7,1.64,1.71,2.33,2.67,26.6,8.36,0.27,0.0,0.0,1.37,0.89,0.55,4.79,0.34,0.0,0.0,0.0,3.15,1.1,2.47,30.8
170,170,171,Stefan Bajcetic,ESP,MF,Liverpool,Premier League,18,2004,5,2,194,2.2,1,0.91,0.45,50.0,0.5,1.0,13.1,0.0,0.0,0.0,37.7,47.3,79.8,557.3,153.2,22.7,26.8,84.7,10.0,12.7,78.6,3.18,5.45,58.3,0.0,0.91,3.64,0.91,0.45,4.55,47.3,45.9,1.36,1.36,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,37.7,0.0,0.45,3.64,2.27,0.45,0.45,0.0,0.45,0.0,0.45,0.0,0.0,0.45,0.0,0.0,0.0,1.36,0.91,0.0,0.91,0.45,0.91,3.18,28.6,2.27,1.36,0.0,1.36,1.82,3.18,0.91,0.0,60.0,1.36,10.0,36.8,13.6,0.91,60.0,3.64,1.36,37.5,0.91,25.0,30.9,159.5,75.9,1.36,0.45,0.0,0.91,0.91,36.8,0.0,0.45,0.0,0.0,1.82,2.27,0.0,1.82,0.91,0.0,0.0,0.0,8.64,1.82,1.36,57.1
187,187,188,Patrick Bamford,ENG,FW,Leeds United United,Premier League,29,1993,14,6,593,6.6,1,3.03,1.36,45.0,0.05,0.11,14.2,0.0,0.0,0.15,13.5,19.1,70.6,137.4,30.5,9.55,12.4,76.8,1.97,3.64,54.2,0.0,0.15,0.0,0.3,0.91,0.91,0.61,0.0,1.36,19.1,16.8,2.27,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.76,1.06,0.91,0.0,0.0,0.15,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.61,0.45,0.0,0.61,0.0,0.3,1.67,18.2,1.36,0.45,0.15,0.3,0.0,0.61,0.91,0.0,31.4,1.21,2.42,12.7,16.4,6.21,31.2,1.21,0.3,25.0,0.76,62.5,14.1,57.6,23.8,0.76,0.76,0.91,3.48,1.06,20.5,6.36,0.0,0.0,0.0,1.21,0.91,1.36,0.15,0.45,0.0,0.0,0.0,2.88,1.36,2.73,33.3
191,191,192,Shandon Baptiste,GRN,MF,Brentford,Premier League,24,1998,12,4,431,4.8,0,0.42,0.21,50.0,0.0,0.0,16.9,0.0,0.0,0.0,32.1,38.8,82.8,520.4,146.0,17.7,20.0,88.5,11.3,12.9,87.1,2.08,3.33,62.5,0.0,1.25,2.71,1.67,0.42,5.42,38.8,37.9,0.42,0.21,0.42,0.0,1.04,0.21,0.0,0.0,0.0,0.0,32.1,0.42,0.83,2.29,1.67,0.0,0.21,0.0,0.42,0.0,0.42,0.21,0.0,0.0,0.0,0.21,0.0,1.46,1.04,0.63,0.63,0.21,1.04,2.29,45.5,1.25,0.83,0.21,0.63,1.04,2.5,1.46,0.0,48.1,1.46,10.8,24.8,13.1,0.83,48.1,2.08,0.83,40.0,0.42,20.0,34.8,164.0,79.8,1.67,2.08,0.42,2.08,1.04,32.7,3.75,0.21,0.0,0.0,1.25,2.29,0.21,1.04,1.04,0.0,0.0,0.0,6.67,0.63,1.25,33.3
202,202,203,Harvey Barnes,ENG,MFFW,Leicester City City,Premier League,25,1997,20,20,1696,18.8,8,2.5,1.22,48.9,0.17,0.35,16.1,0.0,0.0,0.0,18.4,25.9,71.0,236.2,68.2,11.9,15.1,78.9,4.52,6.76,66.9,0.74,1.44,51.9,0.05,0.59,1.22,1.12,0.16,2.29,25.9,25.2,0.53,0.0,0.16,0.05,1.22,0.43,0.0,0.0,0.0,0.0,18.4,0.11,0.9,1.97,1.44,0.0,0.0,0.27,0.21,0.05,0.53,0.32,0.0,0.0,0.11,0.05,0.05,0.85,0.59,0.37,0.37,0.11,0.48,1.28,37.5,0.8,0.96,0.0,0.96,0.27,1.12,0.32,0.0,38.6,0.43,3.99,14.4,20.7,4.41,38.6,2.93,0.64,21.8,1.81,61.8,24.7,173.5,87.8,3.09,2.55,1.6,2.98,1.6,30.9,9.04,0.05,0.0,0.0,1.38,1.22,0.27,1.22,0.59,0.0,0.0,0.0,3.03,1.01,1.91,34.5
222,222,223,Gavin Bazunu,IRL,GK,Southampton,Premier League,20,2002,22,22,1980,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,36.6,60.7,706.9,540.7,4.77,4.86,98.1,7.91,8.09,97.8,9.5,23.5,40.5,0.0,0.05,1.73,0.05,0.0,0.05,36.6,26.6,9.82,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.18,0.0,0.32,0.23,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.05,100.0,0.0,0.0,0.0,0.0,0.05,0.09,0.86,0.05,39.1,27.0,38.3,0.82,0.0,0.0,39.1,0.0,0.0,0.0,0.0,0.0,23.3,122.2,71.2,0.0,0.0,0.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.23,0.45,0.0,100.0
226,226,227,Mads Bech Sørensen,DEN,DFMF,Brentford,Premier League,24,1999,4,0,21,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,55.0,63.6,710.0,245.0,15.0,15.0,100.0,15.0,20.0,75.0,5.0,20.0,25.0,0.0,0.0,10.0,0.0,0.0,5.0,55.0,35.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,70.0,5.0,20.0,40.0,10.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0
229,229,230,Jan Bednarek,POL,DF,Southampton,Premier League,26,1996,4,4,339,3.8,0,1.32,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,34.7,42.6,81.5,674.2,296.6,12.1,13.9,86.8,17.6,20.3,87.0,4.21,6.84,61.5,0.0,0.53,2.37,0.0,0.0,2.63,42.6,40.0,2.63,2.11,0.0,0.0,0.26,0.53,0.0,0.0,0.0,0.0,34.7,0.0,0.26,1.05,0.79,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.32,1.58,0.26,0.0,0.26,0.26,100.0,0.0,2.11,1.58,0.53,3.42,5.26,3.68,0.0,56.1,6.84,27.4,25.8,3.16,1.84,56.1,0.0,0.0,0.0,0.0,0.0,22.9,59.2,16.8,0.0,0.26,0.0,0.0,0.0,23.7,0.53,0.0,0.0,0.0,0.53,0.0,0.0,0.26,1.32,0.0,0.0,0.26,6.32,2.89,1.58,64.7
230,230,231,Jan Bednarek,POL,DF,Aston Villa,Premier League,26,1996,3,1,100,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,60.0,90.9,1135.5,380.0,14.5,15.5,94.1,30.0,31.8,94.3,9.09,10.9,83.3,0.0,0.0,3.64,0.0,0.0,4.55,60.0,58.2,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,0.0,2.73,0.0,0.91,0.91,100.0,0.0,2.73,0.91,1.82,1.82,4.55,4.55,0.0,71.8,8.18,35.5,36.4,0.91,0.0,71.8,0.0,0.0,0.0,0.0,0.0,42.7,264.5,160.9,0.91,0.0,0.0,0.0,0.0,48.2,0.0,0.0,0.0,0.0,0.91,0.91,0.0,0.0,2.73,0.0,0.0,0.0,3.64,0.0,0.0,0.0
231,231,232,Donny van de Beek,NED,MF,Manchester Utd,Premier League,25,1997,7,2,167,1.9,0,1.05,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,24.2,32.1,75.4,264.2,60.5,16.3,17.9,91.2,4.21,4.21,100.0,0.53,1.05,50.0,0.0,1.58,0.0,2.11,0.0,3.16,32.1,29.5,1.58,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,24.2,1.05,2.11,3.16,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,1.05,0.53,0.53,0.53,0.53,0.53,0.0,37.9,0.53,1.58,12.1,24.2,5.79,37.9,1.05,0.53,50.0,0.53,50.0,20.5,77.9,44.7,1.05,1.58,0.0,1.05,1.05,27.9,10.5,0.0,0.0,0.0,2.11,1.05,0.53,0.0,0.0,0.0,0.0,0.0,1.58,1.58,1.58,50.0
232,232,233,Asmir Begovi?,BIH,GK,Everton,Premier League,35,1987,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,70.0,584.0,423.0,3.0,3.0,100.0,10.0,10.0,100.0,8.0,17.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,31.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,19.0,75.0,47.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
241,241,242,Armel Bella Kotchap,GER,DF,Southampton,Premier League,21,2001,13,13,1026,11.4,0,0.88,0.09,10.0,0.0,0.0,16.9,0.0,0.0,0.0,30.2,40.0,75.4,593.2,165.4,10.4,12.1,85.5,16.1,18.8,86.0,3.42,7.81,43.8,0.09,0.26,1.58,0.18,0.0,1.49,40.0,38.9,1.14,0.79,0.0,0.7,0.35,0.35,0.0,0.0,0.0,0.0,30.2,0.0,0.53,0.79,0.44,0.0,0.09,0.09,0.18,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.67,0.61,1.49,0.18,0.0,0.7,0.79,88.9,0.09,1.58,0.53,1.05,2.37,4.04,5.18,0.0,54.0,8.25,28.3,23.5,2.63,1.58,54.0,0.53,0.18,33.3,0.09,16.7,28.7,155.5,75.0,0.26,0.53,0.18,0.79,0.44,27.8,0.18,0.09,0.0,0.0,0.53,1.67,0.0,0.35,0.61,0.0,0.0,0.0,7.11,2.11,1.23,63.2
256,256,257,Saïd Benrahma,ALG,FWMF,West Ham,Premier League,27,1995,20,12,1193,13.3,3,2.86,0.83,28.9,0.03,0.09,22.4,0.23,0.15,0.15,27.8,34.6,80.4,387.9,87.7,17.4,19.2,90.6,8.5,10.6,80.1,1.2,2.78,43.2,0.08,2.11,1.13,0.83,0.45,3.46,34.6,33.5,1.05,0.0,0.0,0.08,2.86,0.53,0.08,0.08,0.0,0.0,27.8,0.08,0.83,4.51,3.38,0.08,0.6,0.3,0.15,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.05,0.45,0.6,0.08,0.38,0.3,0.98,30.8,0.68,0.9,0.08,0.83,0.45,1.5,0.68,0.0,47.4,0.75,5.71,16.9,25.6,3.16,47.2,5.94,2.33,39.2,2.78,46.8,31.0,226.5,110.2,4.36,2.33,1.5,2.63,1.73,35.3,11.6,0.0,0.0,0.0,0.6,0.68,0.38,2.86,0.45,0.0,0.0,0.0,5.04,0.23,0.45,33.3
